Time,Tm,Rh,Na,Np,Li,H2s,Nh3,No2,Pm2,Pm10,Voc
2024-06-16 18:31:39,31,68,47,52,702,0,37,1,3,3,168
2024-06-16 18:36:39,31,68,51,276,632,0,34,1,3,3,108
2024-06-16 18:41:39,30,70,48,128,353,0,37,1,4,4,228
2024-06-16 18:46:38,30,71,48,116,238,0,37,1,2,3,214
2024-06-16 18:51:39,30,71,47,48,117,0,33,0,3,3,162
2024-06-16 18:56:38,30,71,47,48,80,0,30,0,3,3,87
2024-06-16 19:01:38,30,73,48,211,38,0,32,0,3,3,118
2024-06-16 19:06:38,29,74,47,67,35,0,35,1,3,3,147
2024-06-16 19:11:38,29,75,47,134,27,0,35,1,5,5,361
2024-06-16 19:16:37,29,75,47,52,12,0,34,1,4,4,149
2024-06-16 19:21:37,29,76,47,52,4,0,37,1,4,4,247
2024-06-16 19:26:37,29,75,47,49,21,0,34,1,4,4,141
2024-06-16 19:31:37,29,76,47,48,11,0,35,1,5,5,159
2024-06-16 19:36:37,29,77,47,48,13,0,34,1,4,4,145
2024-06-16 19:41:36,29,77,47,48,20,0,37,1,5,5,149
2024-06-16 19:46:36,28,77,47,50,20,0,34,1,4,4,130
2024-06-16 19:46:41,28,77,47,50,20,0,34,1,4,4,130
2024-06-16 19:51:36,28,77,47,56,21,0,35,1,4,4,128
2024-06-16 19:56:35,28,77,47,48,4,0,32,1,5,5,108
2024-06-16 20:01:35,28,77,47,49,21,0,32,1,4,4,91
2024-06-16 20:06:35,28,77,47,117,3,0,33,1,4,4,93
2024-06-16 20:11:35,28,78,47,50,12,0,32,1,4,5,104
2024-06-16 20:16:34,28,78,48,67,22,0,32,1,5,5,113
2024-06-16 20:21:34,28,79,48,61,11,0,34,1,5,5,115
2024-06-16 20:26:34,28,79,49,55,21,0,36,1,5,5,136
2024-06-16 20:31:34,28,79,50,60,4,0,34,1,5,5,103
2024-06-16 20:36:34,28,79,50,57,22,0,36,1,5,5,144
2024-06-16 20:41:33,28,79,50,55,11,0,35,1,5,5,147
2024-06-16 20:46:33,28,80,50,57,3,0,35,1,5,5,136
2024-06-16 20:51:33,28,80,51,69,3,0,36,1,5,5,128
2024-06-16 20:56:33,28,79,51,60,21,0,35,1,5,5,112
2024-06-16 21:01:33,28,79,51,76,4,0,33,0,4,4,80
2024-06-16 21:06:33,28,80,51,65,21,0,36,1,4,4,145
2024-06-16 21:11:33,28,78,51,56,20,0,35,0,5,5,66
2024-06-16 21:16:32,28,80,51,59,22,0,35,1,4,4,164
2024-06-16 21:21:32,27,79,50,58,4,0,36,1,5,5,77
2024-06-16 21:26:33,27,79,49,55,22,0,36,1,4,4,84
2024-06-16 21:31:32,27,79,49,55,10,0,35,1,5,5,103
2024-06-16 21:36:32,27,79,48,53,18,0,35,1,5,5,86
2024-06-16 21:41:32,27,80,48,52,17,0,36,1,4,4,141
2024-06-16 21:46:32,27,79,47,52,6,0,34,1,4,4,78
2024-06-16 21:51:31,27,79,47,51,20,0,34,0,4,4,108
2024-06-16 21:56:31,27,79,47,50,11,0,35,1,4,4,116
2024-06-16 22:01:31,27,80,47,51,22,0,36,1,5,5,116
2024-06-16 22:06:31,27,81,47,49,23,0,37,1,4,4,122
2024-06-16 22:11:31,27,80,47,48,16,0,36,1,5,5,97
2024-06-16 22:16:31,27,80,47,55,4,0,37,1,4,4,132
2024-06-16 22:21:30,27,80,47,49,15,0,35,1,5,5,83
2024-06-16 22:26:30,27,80,47,48,21,0,34,1,5,5,88
2024-06-16 22:31:30,27,79,47,48,22,0,31,0,4,4,71
2024-06-16 22:36:30,27,80,47,48,9,0,31,0,5,5,71
2024-06-16 22:41:30,27,80,47,48,21,0,32,1,4,4,76
2024-06-16 22:46:30,27,81,47,48,21,0,34,1,5,5,95
2024-06-16 22:51:29,27,81,47,48,12,0,34,1,5,5,90
2024-06-16 22:56:29,27,81,47,55,21,0,36,1,5,5,150
2024-06-16 23:01:29,27,80,47,60,22,0,32,0,5,5,72
2024-06-16 23:06:29,27,81,47,48,4,0,32,0,6,6,95
2024-06-16 23:11:29,27,81,47,48,21,0,33,0,6,6,118
2024-06-16 23:16:29,27,81,47,48,11,0,36,1,5,5,122
2024-06-16 23:21:29,27,81,47,59,18,0,35,1,6,6,94
2024-06-16 23:26:28,27,81,47,48,14,0,35,1,6,6,152
2024-06-16 23:31:28,27,81,47,48,22,0,33,1,6,6,96
2024-06-16 23:36:28,27,81,47,48,4,0,35,1,5,5,128
2024-06-16 23:41:28,27,81,47,49,21,0,35,1,6,6,119
2024-06-16 23:46:28,27,80,47,48,21,0,36,1,5,5,93
2024-06-16 23:51:28,27,80,47,48,16,0,35,1,6,6,79
2024-06-16 23:56:28,27,80,47,48,12,0,33,1,6,6,112
2024-06-17 0:01:28,27,80,47,48,22,0,32,1,5,5,97
2024-06-17 0:06:27,27,80,47,48,22,0,34,1,5,5,119
2024-06-17 0:11:27,27,80,47,48,20,0,34,1,5,5,86
2024-06-17 0:16:27,26,80,47,49,21,0,35,1,5,5,83
2024-06-17 0:21:27,26,80,47,58,21,0,34,1,6,6,85
2024-06-17 0:26:27,26,80,47,48,20,0,35,1,6,6,78
2024-06-17 0:31:27,26,80,47,48,12,0,35,1,5,5,83
2024-06-17 0:36:27,26,80,47,48,21,0,36,1,5,5,93
2024-06-17 0:41:26,26,80,47,48,4,0,35,1,5,5,99
2024-06-17 0:46:26,26,80,47,52,5,0,34,1,5,5,76
2024-06-17 0:51:26,26,80,47,48,20,0,35,1,5,5,118
2024-06-17 0:56:26,26,80,47,48,4,0,34,1,5,5,89
2024-06-17 1:01:26,26,80,47,48,18,0,38,1,5,5,81
2024-06-17 1:06:26,26,80,47,48,19,0,35,1,4,4,60
2024-06-17 1:11:26,26,80,47,48,19,0,35,1,5,5,58
2024-06-17 1:16:25,26,80,47,48,12,0,35,1,5,5,90
2024-06-17 1:21:25,26,80,47,53,17,0,36,1,5,5,95
2024-06-17 1:26:25,26,80,47,48,3,0,38,1,4,4,129
2024-06-17 1:31:25,26,80,47,48,21,0,37,1,4,4,72
2024-06-17 1:36:25,26,79,47,48,9,0,36,1,5,5,66
2024-06-17 1:41:25,26,79,47,48,21,0,35,1,4,4,62
2024-06-17 1:46:25,26,79,47,48,21,0,34,1,4,4,119
2024-06-17 1:51:25,26,79,47,48,21,0,35,1,4,4,50
2024-06-17 1:56:24,26,80,47,105,4,0,36,1,4,5,100
2024-06-17 2:01:24,26,79,47,48,21,0,36,1,4,5,65
2024-06-17 2:06:24,26,79,47,48,4,0,32,1,5,5,59
2024-06-17 2:11:24,26,79,47,49,22,0,34,1,4,5,91
2024-06-17 2:16:24,26,79,47,48,4,0,33,1,5,5,52
2024-06-17 2:21:24,25,79,47,48,21,0,33,1,5,5,40
2024-06-17 2:26:24,25,79,47,48,4,0,36,1,4,4,66
2024-06-17 2:31:24,25,79,47,48,14,0,34,1,4,4,87
2024-06-17 2:36:24,25,79,47,48,21,0,32,1,4,4,52
2024-06-17 2:41:24,25,79,47,65,10,0,35,1,4,5,86
2024-06-17 2:46:24,25,80,47,48,6,0,36,1,4,5,101
2024-06-17 2:51:24,25,80,47,63,14,0,35,1,6,6,54
2024-06-17 2:56:23,25,79,47,49,20,0,34,1,4,5,51
2024-06-17 3:01:23,25,79,47,48,4,0,35,1,5,5,70
2024-06-17 3:06:23,25,79,47,48,4,0,33,1,4,4,33
2024-06-17 3:11:23,25,79,47,48,15,0,35,1,4,4,46
2024-06-17 3:16:23,25,79,47,48,20,0,35,1,4,4,40
2024-06-18 10:57:43,29,75,48,52,702,0,24,0,13,13,38
2024-06-18 11:02:43,29,75,47,48,702,0,28,0,15,15,67
2024-06-18 11:07:43,29,75,47,66,703,0,28,0,15,15,72
2024-06-18 11:12:43,29,72,47,48,703,0,24,0,16,16,39
2024-06-18 11:17:42,30,74,48,175,703,0,28,0,18,18,113
2024-06-18 11:22:44,30,74,57,267,703,0,29,0,16,16,62
2024-06-18 11:27:42,30,74,51,243,702,0,27,0,17,17,66
2024-06-18 11:32:41,30,73,47,49,702,0,26,0,17,17,69
2024-06-18 11:37:41,30,76,47,49,703,0,28,0,17,17,138
2024-06-18 11:42:41,30,74,47,48,702,0,27,0,17,17,111
2024-06-18 11:47:41,30,74,47,56,706,0,28,0,18,18,104
2024-06-18 11:52:41,30,73,47,103,702,0,26,0,21,21,99
2024-06-18 11:57:40,30,73,48,162,702,0,26,0,21,21,116
2024-06-18 12:02:40,30,71,49,137,702,0,27,0,20,20,90
2024-06-18 12:07:40,30,73,47,59,703,0,26,0,20,20,112
2024-06-18 12:12:40,30,73,47,48,701,0,26,0,19,19,123
2024-06-18 12:17:41,30,71,47,53,703,0,23,0,20,20,83
2024-06-18 12:22:39,30,72,47,66,702,0,26,0,20,20,143
2024-06-18 12:27:40,30,74,47,60,701,0,27,0,21,21,106
2024-06-18 12:32:39,30,71,47,53,703,0,25,0,19,19,108
2024-06-18 12:37:39,30,71,47,48,703,0,24,0,20,20,105
2024-06-18 12:42:39,30,72,47,49,704,0,24,0,18,18,96
2024-06-18 12:47:38,30,71,47,48,706,0,28,0,18,18,122
2024-06-18 12:52:38,30,72,47,48,702,0,28,0,19,19,188
2024-06-18 12:57:38,31,70,47,48,703,0,27,0,18,18,139
2024-06-18 13:02:38,31,68,47,49,700,0,25,0,17,17,111
2024-06-18 13:07:37,31,72,47,48,704,0,29,0,24,24,230
2024-06-18 13:12:37,31,71,48,153,701,0,29,0,16,16,153
2024-06-18 13:17:38,31,68,47,49,703,0,27,0,16,16,84
2024-06-18 13:22:37,31,69,47,48,702,0,27,0,16,16,138
2024-06-18 13:27:36,31,69,47,48,709,0,30,0,17,17,152
2024-06-18 13:32:36,31,70,47,48,702,0,31,0,17,17,185
2024-06-18 13:37:36,31,70,47,48,702,0,30,0,16,16,151
2024-06-18 13:42:36,31,69,47,55,702,0,31,0,16,16,137
2024-06-18 13:47:35,31,70,47,62,703,0,30,0,16,16,131
2024-06-18 13:52:35,31,69,47,48,703,0,30,0,15,15,111
2024-06-18 13:57:35,31,70,47,48,702,0,31,0,15,15,134
2024-06-18 14:02:35,31,70,47,52,703,0,28,0,14,14,106
2024-06-18 14:07:35,31,70,47,52,703,0,29,0,15,15,145
2024-06-18 14:12:35,31,71,47,53,703,0,33,0,19,19,202
2024-06-18 14:17:35,31,71,47,51,702,0,32,0,18,18,187
2024-06-18 14:22:35,31,70,47,49,702,0,32,0,15,15,128
2024-06-18 14:27:36,31,70,47,48,703,0,33,0,16,16,198
2024-06-18 14:32:34,31,72,47,54,702,0,31,0,16,16,161
2024-06-18 14:37:33,31,68,47,48,702,0,28,0,14,14,106
2024-06-18 14:42:32,31,70,47,73,702,0,31,0,15,15,160
2024-06-18 14:47:32,31,68,47,52,702,0,28,0,15,15,110
2024-06-18 14:52:32,32,68,47,48,702,0,30,0,17,17,157
2024-06-18 14:57:32,32,70,47,48,702,0,31,0,16,16,178
2024-06-18 15:02:32,32,67,47,48,702,0,28,0,15,15,118
2024-06-18 15:07:31,32,67,47,51,703,0,32,0,16,16,161
2024-06-18 15:12:31,32,68,47,48,702,0,34,0,17,17,186
2024-06-18 15:17:31,32,67,47,48,703,0,31,0,17,17,164
2024-06-18 15:22:31,32,67,47,55,702,0,34,0,19,19,162
2024-06-18 15:27:31,32,66,47,64,702,0,31,0,18,18,116
2024-06-18 15:32:32,32,66,47,48,702,0,32,0,18,18,169
2024-06-18 15:37:30,32,67,55,241,702,0,31,0,21,21,171
2024-06-18 15:42:30,32,68,53,254,702,0,31,0,20,20,184
2024-06-18 15:47:31,32,67,51,209,703,0,29,0,20,20,135
2024-06-18 15:52:30,32,69,48,114,703,0,33,0,19,19,171
2024-06-18 15:57:31,31,68,53,265,701,0,32,0,19,19,109
2024-06-18 16:02:29,31,68,49,256,701,0,30,0,19,19,159
2024-06-18 16:07:30,31,69,47,48,702,0,30,0,19,19,167
2024-06-18 16:12:28,31,68,48,240,703,0,29,0,19,19,102
2024-06-18 16:17:28,31,69,47,52,703,0,29,0,20,20,153
2024-06-18 16:22:29,31,71,47,48,704,0,31,0,19,19,174
2024-06-18 16:27:27,31,70,48,232,702,0,36,0,20,20,193
2024-06-18 16:32:27,31,70,47,55,702,0,36,0,21,21,171
2024-06-18 16:37:27,31,69,47,48,701,0,32,0,19,19,140
2024-06-18 16:42:27,31,70,47,48,702,0,37,0,20,20,209
2024-06-18 16:47:26,31,72,47,51,703,0,36,1,18,18,186
2024-06-18 16:52:26,31,71,47,59,702,0,35,0,18,18,184
2024-06-18 16:57:26,31,72,47,48,703,0,35,1,17,17,130
2024-06-18 17:02:25,31,73,47,51,703,0,36,1,18,18,183
2024-06-18 17:07:25,31,71,47,56,706,0,33,0,18,18,174
2024-06-18 17:12:25,31,71,47,52,706,0,35,1,18,18,158
2024-06-18 17:17:25,31,71,47,57,703,0,35,0,18,18,105
2024-06-18 17:22:24,31,72,47,49,702,0,36,1,18,18,109
2024-06-18 17:27:24,31,73,47,48,701,0,37,1,18,18,182
2024-06-18 17:32:24,31,73,47,49,702,0,36,1,18,18,160
2024-06-18 17:37:23,31,72,47,53,704,0,37,1,20,20,180
2024-06-18 17:42:23,31,72,47,48,702,0,36,1,20,20,186
2024-06-18 17:47:23,31,73,47,48,703,0,35,1,17,17,126
2024-06-18 17:52:22,31,74,47,48,702,0,36,1,20,20,187
2024-06-18 17:57:23,30,74,50,195,703,0,35,1,19,19,140
2024-06-18 18:02:22,30,73,47,48,703,0,34,0,23,23,141
2024-06-18 18:07:22,30,75,47,48,704,0,36,1,21,21,172
2024-06-18 18:12:22,30,74,47,53,702,0,34,0,19,19,123
2024-06-18 18:17:22,30,75,47,92,703,0,38,1,19,19,162
2024-06-18 18:22:22,30,77,47,50,694,0,41,1,29,29,173
2024-06-18 18:27:22,30,75,47,48,688,0,33,0,34,34,229
2024-06-18 18:32:21,30,76,47,49,591,0,34,1,21,21,147
2024-06-18 18:37:21,30,77,47,48,506,0,35,1,22,22,170
2024-06-18 18:42:21,30,77,47,48,395,0,36,1,21,21,268
2024-06-18 18:47:21,29,77,47,52,327,0,39,1,23,23,256
2024-06-18 18:52:21,29,77,47,52,236,0,37,1,28,28,177
2024-06-18 18:57:20,29,77,47,48,168,0,32,1,22,22,115
2024-06-18 19:02:20,29,77,47,48,120,0,31,1,23,23,137
2024-06-18 19:07:20,29,78,47,48,102,0,37,1,25,25,130
2024-06-18 19:12:20,29,78,47,48,42,0,32,1,20,20,84
2024-06-18 19:17:20,29,78,47,73,30,0,36,1,22,22,71
2024-06-18 19:22:20,29,79,47,48,20,0,37,1,25,25,158
2024-06-18 19:27:19,29,78,47,50,17,0,34,1,22,22,90
2024-06-18 19:32:21,29,78,47,48,13,0,34,1,22,22,81
2024-06-18 19:42:19,28,78,47,62,19,0,31,1,20,20,68
2024-06-18 19:47:18,28,79,47,73,19,0,32,1,21,21,64
2024-06-18 19:52:18,28,78,47,49,15,0,32,1,28,28,57
2024-06-18 19:57:18,28,79,47,48,4,0,34,1,42,42,98
2024-06-18 20:02:18,28,79,47,48,4,0,34,1,36,36,102
2024-06-18 20:07:17,28,79,47,48,13,0,36,1,32,32,83
2024-06-18 20:07:22,28,79,47,48,13,0,36,1,32,32,83
2024-06-18 20:12:17,28,79,47,49,17,0,35,1,24,24,64
2024-06-18 20:17:16,28,79,47,48,3,0,32,1,32,32,61
2024-06-18 20:22:16,28,78,47,48,18,0,29,1,40,40,56
2024-06-18 20:27:16,28,79,47,116,4,0,33,1,37,37,65
2024-06-18 20:32:16,28,79,47,93,19,0,34,1,27,27,55
2024-06-18 20:37:18,28,80,47,49,3,0,36,1,44,44,86
2024-06-18 20:42:17,28,80,47,51,12,0,35,1,40,40,78
2024-06-18 20:42:22,28,80,47,51,12,0,35,1,40,40,78
2024-06-18 20:47:17,28,79,47,50,4,0,35,1,36,36,65
2024-06-18 20:52:15,27,79,47,53,3,0,32,1,98,98,124
2024-06-18 20:57:18,27,79,47,52,4,0,32,1,87,88,125
2024-06-18 21:07:14,27,80,48,55,17,0,38,1,67,67,90
2024-06-18 21:12:14,27,79,48,53,4,0,33,1,63,64,73
2024-06-18 21:17:18,27,79,48,54,4,0,30,1,68,68,72
2024-06-18 21:17:19,27,79,48,54,4,0,30,1,68,68,72
2024-06-18 21:22:16,27,80,48,52,1,0,32,1,66,66,100
2024-06-18 21:27:16,27,79,47,53,19,0,33,1,33,33,42
2024-06-18 21:32:13,27,80,48,52,19,0,35,1,35,35,70
2024-06-18 21:37:12,27,80,47,52,14,0,31,1,100,101,129
2024-06-18 21:42:15,27,80,47,53,4,0,35,1,126,127,242
2024-06-18 21:47:12,27,81,47,55,3,0,36,1,71,72,136
2024-06-18 21:52:12,27,80,47,49,4,0,34,1,68,68,92
2024-06-18 21:57:11,27,81,47,49,5,0,36,1,68,68,158
2024-06-18 22:02:19,27,80,47,50,4,0,36,1,48,48,62
2024-06-18 22:02:20,27,80,47,50,4,0,36,1,48,48,62
2024-06-18 22:07:11,27,81,47,62,19,0,37,1,26,26,54
2024-06-18 22:12:10,27,81,47,52,4,0,39,1,27,27,40
2024-06-18 22:17:10,27,80,47,48,4,0,37,1,24,24,21
2024-06-18 22:22:10,27,80,47,59,3,0,35,1,25,25,29
2024-06-18 22:27:12,27,80,47,57,19,0,34,1,20,20,24
2024-06-18 22:32:09,27,80,47,50,4,0,34,1,23,23,26
2024-06-18 22:32:17,27,80,47,50,4,0,34,1,23,23,26
2024-06-18 22:37:09,27,80,47,51,13,0,31,1,21,21,25
2024-06-18 22:42:11,27,80,47,51,10,0,33,1,24,24,54
2024-06-18 22:47:08,27,81,47,50,18,0,35,1,23,23,57
2024-06-18 22:52:09,27,80,47,58,6,0,34,1,19,19,40
2024-06-18 22:57:07,27,80,47,56,5,0,33,1,25,25,56
2024-06-18 23:02:07,27,79,47,50,16,0,33,1,30,30,52
2024-06-18 23:07:07,27,80,47,48,12,0,36,1,22,22,76
2024-06-18 23:12:07,27,80,47,48,4,0,37,1,20,20,62
2024-06-18 23:17:07,27,80,47,48,3,0,36,1,23,23,46
2024-06-18 23:22:06,27,80,47,50,15,0,35,1,24,24,73
2024-06-18 23:27:07,27,80,47,55,11,0,37,1,21,21,51
2024-06-18 23:32:07,26,80,47,48,10,0,36,1,19,19,36
2024-06-18 23:37:09,26,79,47,56,4,0,31,1,22,22,35
2024-06-18 23:42:06,26,80,47,57,11,0,32,1,18,18,52
2024-06-18 23:47:06,26,80,47,48,10,0,36,1,18,18,36
2024-06-18 23:52:07,26,80,47,59,4,0,36,1,17,17,31
2024-06-18 23:57:05,26,80,47,48,4,0,35,1,16,16,31
2024-06-19 0:02:07,26,80,47,48,3,0,38,1,16,16,44
2024-06-19 0:07:05,26,80,47,48,4,0,37,1,14,14,25
2024-06-19 8:27:13,24,95,46,52,703,0,34,2,26,26,86
2024-06-19 8:32:13,25,94,47,48,704,0,32,1,22,22,91
2024-06-19 8:37:13,25,93,47,56,703,0,29,1,20,20,92
2024-06-19 8:42:13,25,91,47,68,703,0,28,1,22,22,107
2024-06-19 8:47:13,26,89,47,48,702,0,27,1,20,20,103
2024-06-19 8:52:13,26,89,47,96,703,0,25,1,21,21,110
2024-06-19 8:57:13,26,87,47,50,702,0,26,1,21,21,101
2024-06-19 9:02:13,26,85,48,267,704,0,24,1,20,20,99
2024-06-19 9:07:13,27,86,51,265,703,0,26,1,24,24,104
2024-06-19 9:12:12,27,84,47,49,704,0,27,1,20,20,112
2024-06-19 9:13:14,27,85,47,47,702,0,28,1,21,21,100
2024-06-19 9:18:14,27,83,47,51,704,0,28,1,19,19,88
2024-06-19 9:23:14,27,83,47,57,703,0,28,1,20,20,117
2024-06-19 9:28:14,27,82,47,57,702,0,26,0,20,20,60
2024-06-19 9:33:14,27,81,47,48,703,0,25,0,18,18,66
2024-06-19 9:38:14,27,82,47,48,703,0,27,0,19,19,85
2024-06-19 9:43:14,28,80,47,77,703,0,26,0,18,18,76
2024-06-19 9:48:14,28,80,47,116,703,0,23,0,17,17,76
2024-06-19 9:53:13,28,80,48,202,703,0,27,0,17,17,90
2024-06-19 9:58:13,28,78,47,53,702,0,24,0,16,16,114
2024-06-19 10:03:13,28,75,47,48,703,0,23,0,16,16,73
2024-06-19 10:08:13,28,75,47,56,703,0,25,0,17,17,84
2024-06-19 10:13:13,29,74,47,56,703,0,23,0,14,14,73
2024-06-19 10:18:13,29,76,47,66,702,0,28,0,16,16,147
2024-06-19 10:23:13,29,78,47,49,703,0,30,0,14,14,171
2024-06-19 10:28:12,29,75,50,241,703,0,25,0,14,14,83
