Time,Tm,Rh,Na,Np,Li,H2s,Nh3,No2,Pm2,Pm10,Voc
2024-06-22 2:15:18,25,80,47,48,3,0,31,1,4,4,58
2024-06-22 2:20:19,25,80,47,48,8,0,30,1,4,4,60
2024-06-22 2:25:18,24,80,47,48,4,0,30,1,4,4,61
2024-06-22 8:47:49,25,87,47,123,703,0,30,1,10,10,87
2024-06-22 8:52:49,25,87,47,51,703,0,30,1,10,10,121
2024-06-22 8:57:49,26,82,47,50,703,0,28,1,8,8,95
2024-06-22 9:02:49,27,80,49,330,702,0,26,1,8,8,100
2024-06-22 9:07:48,27,78,47,51,703,0,24,1,8,8,109
2024-06-22 9:12:48,27,76,47,50,702,0,23,0,6,6,96
2024-06-22 9:17:48,27,78,47,72,703,0,25,1,7,7,117
2024-06-22 9:22:48,28,76,47,49,702,0,24,1,9,9,104
2024-06-22 9:27:48,28,75,47,63,702,0,24,0,7,7,99
2024-06-22 9:32:48,28,76,49,254,703,0,23,0,8,8,140
2024-06-22 9:37:48,28,75,47,171,703,0,24,0,7,7,135
2024-06-22 9:42:47,28,73,47,52,703,0,24,0,6,6,105
2024-06-22 9:47:47,29,70,47,63,703,0,22,0,7,7,54
2024-06-22 9:52:47,29,72,47,55,703,0,23,0,5,5,123
2024-06-22 9:57:47,29,69,47,95,702,0,23,0,6,6,65
2024-06-22 10:02:47,29,72,47,50,703,0,28,1,8,8,225
2024-06-22 10:07:47,29,68,47,52,702,0,25,0,5,5,66
2024-06-22 10:12:46,29,69,47,110,703,0,25,0,7,7,103
2024-06-22 10:17:46,29,67,50,238,702,0,25,0,6,6,68
2024-06-22 10:22:46,30,68,48,209,702,0,22,0,6,6,65
2024-06-22 10:27:46,30,71,47,100,703,0,27,0,7,7,178
2024-06-22 10:32:46,30,66,49,222,702,0,23,0,6,6,61
2024-06-22 10:37:45,30,70,50,95,702,0,24,0,5,5,143
2024-06-22 10:42:45,30,70,51,96,702,0,26,0,7,7,195
2024-06-22 10:47:45,30,69,48,191,702,0,27,0,6,6,161
2024-06-22 10:52:45,30,65,47,93,702,0,25,0,5,5,125
2024-06-22 10:57:44,30,65,47,82,703,0,23,0,5,5,84
2024-06-22 11:02:44,30,64,48,181,702,0,23,0,5,5,83
2024-06-22 11:07:44,30,67,47,59,702,0,27,0,5,5,178
2024-06-22 11:12:44,30,66,47,51,702,0,27,0,6,6,171
2024-06-22 11:17:44,30,66,47,91,704,0,25,0,5,5,123
2024-06-22 11:22:43,30,66,48,121,703,0,29,0,5,5,135
2024-06-22 11:27:43,30,65,47,88,703,0,27,0,6,6,108
2024-06-22 11:32:43,30,66,47,114,702,0,29,0,6,6,137
2024-06-22 11:37:43,31,66,47,58,702,0,22,0,5,5,80
2024-06-22 11:42:43,31,65,51,160,702,0,25,0,6,7,127
2024-06-22 11:47:42,31,67,51,209,702,0,28,0,6,7,231
2024-06-22 11:52:42,31,70,49,125,702,0,30,1,7,7,283
2024-06-22 11:57:42,31,68,47,55,702,0,33,1,7,7,318
2024-06-22 12:02:42,31,67,48,238,702,0,28,0,5,5,116
2024-06-22 12:07:41,31,68,51,236,702,0,31,1,7,7,199
2024-06-22 12:12:42,31,70,47,72,703,0,30,1,6,7,179
2024-06-22 12:17:41,31,68,47,53,702,0,32,1,5,5,194
2024-06-22 12:22:41,31,62,47,50,703,0,26,0,5,5,75
2024-06-22 12:27:41,31,64,47,66,701,0,30,0,6,6,145
2024-06-22 12:32:40,31,66,47,48,702,0,31,1,6,6,192
2024-06-22 12:37:40,32,66,47,48,703,0,31,1,10,10,246
2024-06-22 12:42:40,32,60,47,52,701,0,25,0,4,4,125
2024-06-22 12:47:40,32,61,47,51,702,0,27,0,4,4,184
2024-06-22 12:52:39,32,62,47,52,702,0,28,0,5,5,180
2024-06-22 12:57:39,32,60,47,50,702,0,26,0,4,4,125
2024-06-22 13:02:39,32,58,47,52,702,0,24,0,4,4,72
2024-06-22 13:07:39,32,65,47,49,702,0,32,1,6,6,273
2024-06-22 13:12:38,32,66,47,48,702,0,30,1,5,5,202
2024-06-22 13:17:38,32,66,47,48,702,0,32,1,6,6,288
2024-06-22 13:22:38,32,62,47,48,702,0,28,0,5,5,149
2024-06-22 13:27:37,32,62,47,49,703,0,26,0,5,5,166
2024-06-22 13:32:37,32,66,47,48,702,0,29,0,5,5,175
2024-06-22 13:37:37,32,66,49,258,702,0,31,1,5,5,237
2024-06-22 13:42:37,32,62,47,48,702,0,27,0,4,4,155
2024-06-22 13:47:36,32,62,47,81,701,0,31,0,5,5,206
2024-06-22 13:52:36,32,62,47,48,702,0,28,0,4,4,183
2024-06-22 13:57:36,32,61,47,53,702,0,29,0,6,6,213
2024-06-22 14:02:36,32,62,47,59,702,0,28,0,5,5,215
2024-06-22 14:07:35,33,60,47,48,702,0,30,0,8,8,201
2024-06-22 14:12:35,33,60,47,99,702,0,30,0,6,6,229
2024-06-22 14:17:35,33,60,47,52,702,0,31,0,4,4,248
2024-06-22 14:22:34,33,59,47,63,701,0,33,1,6,6,301
2024-06-22 14:27:34,34,57,47,66,700,0,31,0,6,6,266
2024-06-22 14:32:34,34,55,47,48,703,0,28,0,4,4,169
2024-06-22 14:37:34,34,58,47,109,702,0,27,0,5,5,188
2024-06-22 14:42:33,34,57,47,50,702,0,29,0,4,4,254
2024-06-22 14:47:33,34,61,47,49,702,0,31,1,6,6,327
2024-06-22 14:52:33,34,59,47,57,702,0,31,1,7,7,292
2024-06-22 14:57:33,34,58,47,54,702,0,33,1,6,6,319
2024-06-22 15:02:32,34,57,47,55,702,0,28,0,6,6,199
2024-06-22 15:07:32,34,55,47,50,701,0,28,0,4,4,172
2024-06-22 15:12:32,34,57,47,52,702,0,30,0,4,4,183
2024-06-22 15:17:32,34,58,47,48,702,0,30,0,4,4,188
2024-06-22 15:22:31,34,56,47,48,702,0,29,0,4,4,239
2024-06-22 15:27:31,34,56,47,51,703,0,27,0,4,4,145
2024-06-22 15:32:31,34,58,47,51,701,0,30,0,5,5,226
2024-06-22 15:37:31,34,59,47,48,701,0,31,1,7,7,269
2024-06-22 15:42:30,34,60,47,48,702,0,31,1,6,6,238
2024-06-22 15:47:30,34,54,47,54,703,0,27,0,4,4,165
2024-06-22 15:52:30,34,56,47,64,701,0,29,0,4,4,185
2024-06-22 15:57:30,34,56,47,57,702,0,28,0,4,4,156
2024-06-22 16:02:29,34,57,47,48,702,0,33,1,5,5,324
2024-06-22 16:07:29,34,56,47,48,702,0,30,0,5,5,191
2024-06-22 16:12:29,34,55,47,59,704,0,30,0,4,4,154
2024-06-22 16:17:28,34,55,47,97,702,0,26,0,5,5,187
2024-06-22 16:22:28,34,57,47,51,702,0,31,0,4,4,216
2024-06-22 16:27:28,34,55,47,61,701,0,24,0,4,4,143
2024-06-22 16:32:27,34,56,47,57,703,0,26,0,5,5,316
2024-06-22 16:37:27,34,57,47,48,702,0,29,0,4,4,198
2024-06-22 16:42:27,34,56,47,55,702,0,29,0,7,7,237
2024-06-22 16:47:27,34,56,47,72,702,0,29,0,7,7,220
2024-06-22 16:52:26,34,56,50,243,702,0,30,0,7,7,210
2024-06-22 16:57:26,34,59,51,237,702,0,29,0,6,6,229
2024-06-22 17:02:26,34,59,47,49,702,0,33,1,6,6,312
2024-06-22 17:07:26,34,58,49,212,702,0,31,1,5,5,172
2024-06-22 17:12:25,34,59,48,228,702,0,32,1,5,5,267
2024-06-22 17:17:25,34,56,47,48,707,0,28,0,4,4,167
2024-06-22 17:22:25,33,56,47,50,702,0,28,0,5,5,186
2024-06-22 17:27:25,33,56,47,48,702,0,30,0,4,4,195
2024-06-22 17:32:25,33,58,47,48,710,0,29,0,5,5,205
2024-06-22 17:37:24,33,60,47,48,701,0,35,1,4,4,260
2024-06-22 17:42:24,34,59,47,48,701,0,29,1,6,6,166
2024-06-22 17:47:24,34,60,47,82,702,0,31,1,5,5,213
2024-06-22 17:52:24,34,57,47,48,702,0,31,1,3,3,156
2024-06-22 17:57:24,33,57,47,51,701,0,29,0,3,3,206
2024-06-22 18:02:23,33,61,47,48,701,0,35,1,5,5,232
2024-06-22 18:07:23,33,62,47,48,703,0,34,1,4,4,273
2024-06-22 18:12:23,33,62,47,79,702,0,34,1,5,5,202
2024-06-22 18:17:23,32,62,47,68,702,0,30,1,5,5,157
2024-06-22 18:22:22,32,64,47,48,703,0,34,1,4,4,212
2024-06-22 18:27:22,32,64,47,48,702,0,35,1,4,4,179
2024-06-22 18:32:22,32,65,47,48,702,0,32,1,5,5,248
2024-06-22 18:37:22,31,67,47,48,702,0,34,1,6,6,218
2024-06-22 18:42:21,31,68,47,53,702,0,36,1,6,6,190
2024-06-22 18:47:21,31,69,47,97,610,0,38,1,5,5,418
2024-06-22 18:52:21,31,68,48,161,454,0,34,1,5,5,374
2024-06-22 18:57:21,31,70,47,56,276,0,37,1,5,5,349
2024-06-22 19:02:21,30,71,48,130,172,0,40,1,6,6,369
2024-06-22 19:07:20,30,71,47,63,116,0,37,1,5,5,361
2024-06-22 19:12:20,30,72,47,54,77,0,36,1,6,6,317
2024-06-22 19:15:57,30,72,47,48,55,0,32,1,5,5,319
2024-06-22 19:20:57,30,72,47,49,24,0,31,1,5,5,227
2024-06-22 19:25:57,30,73,47,48,20,0,33,1,6,6,161
2024-06-22 19:30:57,29,74,47,48,4,0,32,1,5,5,114
2024-06-22 19:35:57,29,74,47,58,3,0,35,1,6,6,175
2024-06-22 19:40:56,29,74,48,230,3,0,34,1,7,7,143
2024-06-22 19:45:56,29,75,47,48,16,0,35,1,7,7,158
2024-06-22 19:50:56,29,75,47,48,18,0,32,1,6,6,130
2024-06-22 19:55:56,29,75,47,75,4,0,32,1,8,8,110
2024-06-22 20:00:56,29,75,49,233,4,0,32,1,6,6,116
2024-06-22 20:05:56,29,75,47,49,18,0,31,1,6,6,109
2024-06-22 20:10:55,28,76,47,66,18,0,35,1,6,6,173
2024-06-22 20:15:55,28,75,47,50,15,0,32,1,6,6,82
2024-06-22 20:20:56,28,76,47,49,18,0,35,1,6,6,206
2024-06-22 20:25:55,28,76,47,48,18,0,33,1,9,9,114
2024-06-22 20:30:54,28,76,47,48,18,0,30,1,6,6,63
2024-06-22 20:35:54,28,76,47,58,12,0,30,1,5,5,55
2024-06-22 20:40:54,28,76,47,53,4,0,33,1,6,6,64
2024-06-22 20:45:54,28,77,47,48,19,0,32,1,6,6,62
2024-06-22 20:50:54,28,77,47,49,4,0,31,1,6,6,68
2024-06-22 20:55:53,28,77,47,48,3,0,32,1,6,6,79
2024-06-22 21:00:53,28,76,47,69,14,0,28,1,6,6,42
2024-06-22 21:05:53,28,77,47,50,18,0,33,1,6,6,70
2024-06-22 21:10:53,27,77,49,251,4,0,33,1,6,6,75
2024-06-22 21:15:53,27,77,47,50,17,0,32,1,7,7,71
2024-06-22 21:20:53,27,77,47,48,4,0,33,1,9,9,105
2024-06-22 21:25:52,27,77,47,50,11,0,31,1,7,7,56
2024-06-22 21:30:52,27,77,47,49,18,0,33,1,10,10,96
2024-06-22 21:35:52,27,78,47,61,4,0,34,1,7,7,84
2024-06-22 21:40:52,27,77,47,49,15,0,29,1,6,6,38
2024-06-22 21:45:52,27,77,47,49,18,0,31,1,7,7,65
2024-06-22 21:50:52,27,79,47,48,4,0,34,1,7,7,101
2024-06-22 21:55:51,27,78,47,48,18,0,33,1,7,7,69
2024-06-22 22:00:51,27,77,47,49,18,0,33,1,8,8,75
2024-06-22 22:05:51,27,78,47,48,18,0,30,1,7,7,48
2024-06-22 22:10:51,27,77,47,64,11,0,31,1,8,8,68
2024-06-22 22:15:51,27,79,47,48,14,0,32,1,9,9,136
2024-06-22 22:20:51,27,79,47,48,18,0,32,1,9,9,85
2024-06-22 22:25:50,26,78,47,54,3,0,32,1,9,9,76
2024-06-22 22:30:50,26,78,47,51,4,0,30,1,8,8,45
2024-06-22 22:35:50,26,78,47,48,11,0,32,1,7,7,54
2024-06-22 22:40:50,26,78,47,48,17,0,31,1,7,7,37
2024-06-22 22:45:50,26,78,47,55,13,0,30,1,7,7,38
2024-06-22 22:50:50,26,79,47,48,20,0,32,1,7,7,72
2024-06-22 22:55:49,26,80,47,48,4,0,33,1,7,7,121
2024-06-22 23:00:50,26,78,47,48,16,0,32,1,7,7,80
2024-06-22 23:05:49,26,78,47,48,18,0,31,1,6,6,41
2024-06-22 23:10:51,26,78,47,71,3,0,28,1,6,6,32
2024-06-22 23:15:49,26,78,47,48,19,0,28,1,6,6,35
2024-06-22 23:20:49,26,78,47,52,15,0,30,1,6,6,40
2024-06-22 23:25:51,26,78,47,48,19,0,29,1,7,7,34
2024-06-22 23:30:48,26,80,47,48,14,0,33,1,8,8,76
2024-06-22 23:35:49,26,79,47,48,3,0,30,1,7,7,41
2024-06-22 23:40:48,26,79,47,48,11,0,30,1,7,7,62
2024-06-22 23:45:48,26,79,47,48,18,0,33,1,8,8,61
2024-06-22 23:50:48,26,79,47,48,17,0,33,1,7,7,68
2024-06-22 23:55:47,26,79,47,48,15,0,31,1,6,6,44
2024-06-23 0:00:47,26,79,47,48,16,0,30,1,7,7,54
2024-06-23 0:05:47,26,79,47,56,15,0,31,1,6,6,48
2024-06-23 0:10:47,26,79,47,48,15,0,30,1,6,6,56
2024-06-23 0:15:47,26,79,47,48,13,0,30,1,6,6,45
2024-06-23 0:20:47,26,79,47,55,16,0,29,1,7,7,37
2024-06-23 0:25:47,26,79,47,48,18,0,30,1,6,6,60
2024-06-23 0:30:46,25,79,47,48,14,0,30,1,6,6,49
2024-06-23 0:35:46,25,79,47,48,3,0,31,1,7,7,54
2024-06-23 0:40:46,25,79,47,49,3,0,30,1,6,6,43
2024-06-23 0:45:46,25,80,47,50,18,0,32,1,6,6,50
2024-06-23 0:50:46,25,79,47,77,4,0,31,1,6,6,39
2024-06-23 0:55:46,25,79,47,49,15,0,29,1,5,5,33
2024-06-23 1:00:46,25,79,47,51,19,0,30,1,5,5,46
2024-06-23 1:05:46,25,78,47,48,19,0,28,1,5,5,37
2024-06-23 8:46:56,26,88,46,50,703,0,29,2,62,62,86
2024-06-23 8:51:57,26,87,47,57,702,0,24,1,11,11,92
2024-06-23 8:56:56,27,85,47,48,703,0,24,1,10,10,94
2024-06-23 9:01:56,27,82,47,50,703,0,24,1,11,11,102
2024-06-23 9:11:56,28,78,47,55,703,0,23,1,10,10,67
2024-06-23 9:16:56,28,79,51,251,701,0,24,1,10,10,74
2024-06-23 9:31:59,29,75,47,56,702,0,23,0,8,8,82
2024-06-23 9:36:57,29,74,51,245,702,0,23,0,8,8,280
2024-06-23 9:46:55,30,73,47,50,703,0,23,0,9,9,100
2024-06-23 10:11:54,30,70,47,116,703,0,24,0,7,7,108
2024-06-23 10:16:56,30,70,47,49,701,0,25,0,8,8,121
2024-06-23 10:42:41,31,67,51,219,702,0,25,0,7,7,99
2024-06-23 11:16:51,32,65,50,357,702,0,28,0,8,8,163
2024-06-23 11:21:51,32,63,47,50,703,0,25,0,7,7,132
2024-06-23 11:26:51,32,64,48,227,703,0,27,0,7,7,125
2024-06-23 11:31:51,32,65,47,74,701,0,28,1,9,9,196
2024-06-23 11:36:50,32,64,47,48,702,0,27,0,8,8,151
2024-06-23 11:41:50,32,66,47,48,702,0,30,1,8,8,218
2024-06-23 11:46:50,32,63,47,89,702,0,31,1,8,8,210
2024-06-23 11:51:50,32,65,47,83,701,0,27,1,9,9,152
2024-06-23 11:56:50,32,63,47,48,702,0,26,0,9,9,118
2024-06-23 12:01:49,32,64,47,61,702,0,28,1,6,6,156
2024-06-23 12:06:49,32,64,47,48,702,0,28,0,11,11,143
2024-06-23 12:10:12,32,61,47,48,702,0,24,0,6,6,75
2024-06-23 12:15:11,33,63,47,49,702,0,29,1,6,6,194
2024-06-23 12:20:11,33,64,47,50,702,0,29,1,7,7,231
2024-06-23 12:25:10,33,63,47,121,702,0,25,0,6,6,150
2024-06-23 12:30:10,33,59,47,48,702,0,25,0,7,7,126
2024-06-23 12:35:10,33,62,47,48,702,0,29,1,7,7,281
2024-06-23 12:40:10,33,60,47,48,702,0,27,1,5,5,203
2024-06-23 12:45:09,33,58,48,151,701,0,28,0,5,5,161
2024-06-23 12:50:09,33,60,48,123,702,0,28,0,6,6,126
2024-06-23 13:00:09,33,62,48,68,705,0,30,1,6,6,208
2024-06-23 13:05:09,33,64,48,229,702,0,32,1,5,5,220
2024-06-23 13:10:08,33,61,47,48,702,0,31,1,5,5,230
2024-06-23 13:15:08,33,61,47,56,701,0,27,0,5,5,131
2024-06-23 13:20:08,33,62,47,136,701,0,31,1,5,5,245
2024-06-23 13:25:08,33,60,47,51,702,0,28,0,5,5,165
2024-06-23 13:30:07,33,61,47,103,702,0,30,1,6,6,188
2024-06-23 13:35:07,34,60,47,48,701,0,30,1,5,5,175
2024-06-23 13:40:06,34,59,47,50,702,0,34,1,4,4,210
2024-06-23 13:45:06,34,59,47,48,702,0,34,1,6,6,265
2024-06-23 13:50:06,34,60,47,66,702,0,31,1,5,5,225
2024-06-23 13:55:05,34,57,47,49,701,0,29,1,5,5,145
2024-06-23 14:00:05,34,62,47,48,701,0,35,1,6,6,321
2024-06-23 14:05:05,34,58,47,57,702,0,32,1,5,5,190
2024-06-23 14:10:05,34,58,47,53,701,0,28,1,5,5,184
2024-06-23 14:15:04,34,62,47,55,702,0,33,1,5,5,181
2024-06-23 14:20:04,34,59,47,52,702,0,30,1,5,5,146
2024-06-23 14:25:04,34,61,47,60,701,0,31,1,6,6,214
2024-06-23 14:30:03,34,58,47,49,702,0,29,0,6,6,199
2024-06-23 14:35:03,34,60,47,62,702,0,31,1,7,7,247
2024-06-23 14:40:03,34,58,47,48,702,0,28,0,6,6,179
2024-06-23 14:45:03,34,59,47,71,702,0,31,1,6,6,196
2024-06-23 14:50:02,34,61,47,53,702,0,32,1,6,6,221
2024-06-23 14:55:02,34,59,47,70,702,0,31,1,5,5,157
2024-06-23 15:00:02,34,58,47,48,702,0,30,0,5,5,139
2024-06-23 15:05:02,34,58,47,52,701,0,32,1,5,5,181
2024-06-23 15:10:01,34,58,47,57,699,0,32,1,5,5,175
2024-06-23 15:15:01,34,57,47,84,701,0,29,1,6,6,225
2024-06-23 15:20:01,34,56,47,51,702,0,29,1,7,7,165
2024-06-23 15:25:01,34,59,47,52,702,0,33,1,6,6,228
2024-06-23 15:30:00,34,59,47,56,701,0,33,1,6,6,207
2024-06-23 15:35:00,34,57,47,56,702,0,29,0,5,5,155
2024-06-23 15:40:00,34,57,47,70,702,0,30,1,6,6,143
2024-06-23 15:45:00,34,56,47,52,701,0,30,1,5,5,157
2024-06-23 15:49:59,34,58,48,201,702,0,32,1,5,5,231
2024-06-23 15:54:59,34,56,47,64,703,0,32,1,6,6,295
2024-06-23 15:59:59,34,59,47,66,702,0,35,1,6,6,268
2024-06-23 16:04:59,34,56,47,52,701,0,30,1,6,6,175
2024-06-23 16:09:58,34,59,48,219,701,0,33,1,6,6,229
2024-06-23 16:14:58,34,56,47,60,702,0,29,0,6,6,146
2024-06-23 16:19:58,34,56,47,143,702,0,30,0,6,6,188
2024-06-23 16:24:58,34,56,47,48,702,0,30,1,5,5,170
2024-06-23 16:29:57,35,56,47,49,700,0,27,0,6,6,120
2024-06-23 16:34:57,35,56,47,48,701,0,30,0,7,7,166
2024-06-23 16:40:00,35,56,47,63,701,0,28,0,6,6,225
2024-06-23 16:44:56,35,57,47,48,702,0,32,1,7,7,213
2024-06-23 16:49:57,35,57,47,48,701,0,34,1,7,7,341
2024-06-23 16:54:55,35,57,47,48,702,0,32,1,7,7,210
2024-06-23 16:59:55,35,58,47,48,701,0,32,1,6,6,183
2024-06-23 17:04:55,34,56,47,48,701,0,28,0,5,5,161
2024-06-23 17:09:55,34,57,49,226,703,0,31,1,5,5,224
2024-06-23 17:14:54,34,56,47,48,701,0,27,0,6,6,121
2024-06-23 17:19:54,34,55,50,242,702,0,29,0,5,5,104
2024-06-23 17:24:54,34,56,47,48,702,0,32,1,5,5,173
2024-06-23 17:29:53,34,55,49,229,708,0,30,1,5,5,110
2024-06-23 17:34:53,34,57,47,48,702,0,32,1,6,6,221
2024-06-23 17:39:53,34,60,47,49,701,0,34,1,7,7,328
2024-06-23 17:44:52,34,59,49,236,701,0,35,1,6,6,227
2024-06-23 17:49:52,35,55,47,48,701,0,27,1,5,5,115
2024-06-23 17:54:52,35,57,47,48,702,0,32,1,6,6,153
2024-06-23 17:59:52,34,56,48,195,701,0,29,1,5,5,108
2024-06-23 18:04:51,34,59,47,48,702,0,31,1,6,6,158
2024-06-23 18:09:51,34,60,47,59,702,0,36,1,8,8,310
2024-06-23 18:14:51,34,62,48,136,702,0,36,1,7,7,229
2024-06-23 18:19:51,33,63,47,50,701,0,37,1,6,6,225
2024-06-23 18:24:50,33,64,47,60,702,0,35,1,6,6,222
2024-06-23 18:29:50,33,64,47,56,702,0,34,1,8,8,242